# 总词数: 487831
# 词汇表大小: 218120
# 格式: 词语	频次	频率
#==================================================
m 早期 f	1	0.000002
早期 f 有些	1	0.000002
f 有些 rz	1	0.000002
有些 rz 学者	1	0.000002
rz 学者 n	1	0.000002
给 p 历史	1	0.000002
研究 vn 配置	1	0.000002
vn 配置 vt	1	0.000002
配置 vt 一	1	0.000002
套 qj 参照	1	0.000002
qj 参照 vt	1	0.000002
参照 vt 的	1	0.000002
图像 n wj	1	0.000002
这个 rz 思想	1	0.000002
的 ud 滥觞	1	0.000002
ud 滥觞 n	1	0.000002
滥觞 n wd	1	0.000002
或许 d 可以	1	0.000002
到 vq 明代	1	0.000002
vq 明代 tt	1	0.000002
明代 tt wkz	1	0.000002
tt wkz 三才	1	0.000002
wkz 三才 图会	1	0.000002
三才 图会 nz	1	0.000002
图会 nz wky	1	0.000002
nz wky 之类	1	0.000002
n wj 日本	1	0.000002
日本 ns 学者	1	0.000002
学者 n 编印	1	0.000002
n 编印 vt	1	0.000002
编印 vt 的	1	0.000002
ud wkz 东洋	1	0.000002
wkz 东洋 n	1	0.000002
东洋 n 文化史	1	0.000002
n 文化史 n	1	0.000002
文化史 n 大	1	0.000002
大 a 系	1	0.000002
a 系 n	1	0.000002
系 n wky	1	0.000002
n wky 等等	1	0.000002
wky 等等 u	1	0.000002
u wd 思路	1	0.000002
思路 n 是	1	0.000002
是 vl 相近	1	0.000002
vl 相近 a	1	0.000002
国内 s wd	1	0.000002
s wd 专	1	0.000002
专 d 以	1	0.000002
以 p 文物	1	0.000002
文物 n 为主	1	0.000002
vi wd 开	1	0.000002
开 vt 此类	1	0.000002
vt 此类 r	1	0.000002
此类 r 图谱	1	0.000002
r 图谱 n	1	0.000002
图谱 n 先河	1	0.000002
n 先河 n	1	0.000002
先河 n 的	1	0.000002
是 vl 郑	1	0.000002
郑 nrf 振铎	1	0.000002
nrf 振铎 nrg	1	0.000002
振铎 nrg 先生	1	0.000002
历史 n 参考	1	0.000002
n 参考 vn	1	0.000002
参考 vn 图谱	1	0.000002
vn 图谱 n	1	0.000002
图谱 n wky	1	0.000002
wky wd 曾经	1	0.000002
曾经 d 广泛	1	0.000002
d 广泛 ad	1	0.000002
广泛 ad 流行	1	0.000002
ad 流行 vt	1	0.000002
不过 c 郑	1	0.000002
书 n 纯	1	0.000002
n 纯 ad	1	0.000002
纯 ad 系	1	0.000002
ad 系 xi4	1	0.000002
xi4 vt 图集	1	0.000002
vt 图集 n	1	0.000002
图集 n wd	1	0.000002
尚 d 未能	1	0.000002
未能 vt 收到	1	0.000002
vt 收到 vt	1	0.000002
收到 vt 图文	1	0.000002
vt 图文 n	1	0.000002
图文 n 互补	1	0.000002
互补 vi 的	1	0.000002
n wj 同	1	0.000002
wj 同 d	1	0.000002
为 vl 郑	1	0.000002
先生 n 所	1	0.000002
所 us 编	1	0.000002
us 编 vt	1	0.000002
编 vt 的	1	0.000002
ud wkz 插图	1	0.000002
wkz 插图 n	1	0.000002
中国 ns 文学史	1	0.000002
ns 文学史 n	1	0.000002
文学史 n wky	1	0.000002
wky wd 图文	1	0.000002
wd 图文 n	1	0.000002
图文 n 兼备	1	0.000002
n 兼备 vi	1	0.000002
兼备 vi wd	1	0.000002
vi wd 更为	1	0.000002
wd 更为 dc	1	0.000002
更为 dc 读者	1	0.000002
dc 读者 n	1	0.000002
但 c 只	1	0.000002
只 d 限于	1	0.000002
限于 vt 文学史	1	0.000002
vt 文学史 n	1	0.000002
文学史 n 方面	1	0.000002
006 m 近年	1	0.000002
近年 t wd	1	0.000002
t wd 很多	1	0.000002
人 n 想到	1	0.000002
想到 vt 要	1	0.000002
要 vu 编著	1	0.000002
vu 编著 vt	1	0.000002
编著 vt 较	1	0.000002
ud wyz 插图	1	0.000002
wyz 插图 n	1	0.000002
中国 ns 通史	1	0.000002
通史 n wyy	1	0.000002
wyy wd 并且	1	0.000002
并且 c 做	1	0.000002
了 ul 若干	1	0.000002
ul 若干 m	1	0.000002
若干 m 尝试	1	0.000002
m 尝试 vn	1	0.000002
vn wj 广东	1	0.000002
广东 ns 旅游	1	0.000002
旅游 vn 出版社	1	0.000002
这部 r wkz	1	0.000002
r wkz 中华	1	0.000002
vn wky wd	1	0.000002
wky wd 应当	1	0.000002
是 vl 成功	1	0.000002
ud wj 这部	1	0.000002
wj 这部 r	1	0.000002
这部 r 书	1	0.000002
r 书 n	1	0.000002
书 n 重点	1	0.000002
重点 n 在于	1	0.000002
在于 vt 论述	1	0.000002
vt 论述 vt	1	0.000002
论述 vt 中华	1	0.000002
n wd 贯穿	1	0.000002
wd 贯穿 vt	1	0.000002
贯穿 vt 以	1	0.000002
以 p 整个	1	0.000002
整个 b 历史	1	0.000002
的 ud 纵线	1	0.000002
ud 纵线 n	1	0.000002
纵线 n wd	1	0.000002
文字 n wu	1	0.000002
n wu 图片	1	0.000002
wu 图片 n	1	0.000002
图片 n 的	1	0.000002
版面 n 彼此	1	0.000002
彼此 rr 相当	1	0.000002
rr 相当 vi	1	0.000002
相当 vi wd	1	0.000002
vi wd 内容	1	0.000002
内容 n 同样	1	0.000002
n 同样 d	1	0.000002
同样 d 丰富	1	0.000002
d 丰富 a	1	0.000002
了 ul 图文并茂	1	0.000002
ul 图文并茂 iv	1	0.000002
04 003 007	1	0.000002
007 m 图文	1	0.000002
m 图文 n	1	0.000002
图文 n 兼	1	0.000002
兼 vt 重	1	0.000002
中国 ns 文明史	1	0.000002
ns 文明史 n	1	0.000002
文明史 n wd	1	0.000002
就 p 方向	1	0.000002
p 方向 n	1	0.000002
方向 n 言	1	0.000002
n 言 Vg	1	0.000002
言 Vg 有利于	1	0.000002
Vg 有利于 vt	1	0.000002
有利于 vt 历史学	1	0.000002
vt 历史学 n	1	0.000002
历史学 n 和	1	0.000002
和 c 考古学	1	0.000002
c 考古学 n	1	0.000002
进一步 d 结合	1	0.000002
vt wj 考古学	1	0.000002
wj 考古学 n	1	0.000002
考古学 n 本身	1	0.000002
具有 vt 独立	1	0.000002
vt 独立 a	1	0.000002
的 ud 学科	1	0.000002
ud 学科 n	1	0.000002
学科 n wd	1	0.000002
然而 c 中国	1	0.000002
考古学 n 从	1	0.000002
开始 vt 便	1	0.000002
vt 便 d	1	0.000002
以 p 同	1	0.000002
同 p 历史学	1	0.000002
p 历史学 n	1	0.000002
历史学 n 的	1	0.000002
的 ud 密切	1	0.000002
ud 密切 ad	1	0.000002
密切 ad 结合	1	0.000002
结合 vt 为	1	0.000002
为 vl 特点	1	0.000002
vl 特点 n	1	0.000002
n wj 大家	1	0.000002
大家 rr 知道	1	0.000002
vt wd 王	1	0.000002
王 nrf 国维	1	0.000002
nrf 国维 nrg	1	0.000002
国维 nrg 先生	1	0.000002
先生 n 二十	1	0.000002
n 二十 m	1	0.000002
二十 m 年代	1	0.000002
在 p 清华	1	0.000002
清华 jn 国学	1	0.000002
jn 国学 n	1	0.000002
国学 n 研究院	1	0.000002
的 ud 讲义	1	0.000002
ud 讲义 n	1	0.000002
讲义 n wkz	1	0.000002
n wkz 古史	1	0.000002
wkz 古史 n	1	0.000002
古史 n 新	1	0.000002
新 a 证	1	0.000002
a 证 n	1	0.000002
证 n wky	1	0.000002
ud wyz 二	1	0.000002
在 p 方法论	1	0.000002
wei4 p 考古学	1	0.000002
p 考古学 n	1	0.000002
建立 vn 发展	1	0.000002
发展 vn 开拓	1	0.000002
vn 开拓 vt	1	0.000002
了 ul 道路	1	0.000002
ul 道路 n	1	0.000002
wj wyz 二	1	0.000002
n wyy 指	1	0.000002
wyy 指 vt	1	0.000002
指 vt 文献	1	0.000002
文献 n 同	1	0.000002
同 p 文物	1	0.000002
文物 n 的	1	0.000002
的 ud 互相	1	0.000002
ud 互相 d	1	0.000002
互相 d 印证	1	0.000002
d 印证 vt	1	0.000002
印证 vt wd	1	0.000002
vt wd 即	1	0.000002
即 vl 蕴涵	1	0.000002
vl 蕴涵 vt	1	0.000002
蕴涵 vt 着	1	0.000002
着 uz 历史	1	0.000002
uz 历史 n	1	0.000002
n wu 考古	1	0.000002
wu 考古 n	1	0.000002
考古 n 的	1	0.000002
vn wj 亲手	1	0.000002
wj 亲手 d	1	0.000002
亲手 d 在	1	0.000002
中国 ns 开展	1	0.000002
开展 vt 考古学	1	0.000002
考古学 n 工作	1	0.000002
的 ud 考古学家	1	0.000002
ud 考古学家 n	1	0.000002
考古学家 n wd	1	0.000002
以 p 探索	1	0.000002
和 c 重建	1	0.000002
c 重建 vt	1	0.000002
重建 vt 古史	1	0.000002
vt 古史 n	1	0.000002
古史 n 为	1	0.000002
为 vl 职	1	0.000002
vl 职 Ng	1	0.000002
职 Ng 志	1	0.000002
Ng 志 n	1	0.000002
志 n wj	1	0.000002
早 a 得到	1	0.000002
a 得到 vt	1	0.000002
得到 vt 大规模	1	0.000002
vt 大规模 d	1	0.000002
大规模 d 系统	1	0.000002
d 系统 ad	1	0.000002
系统 ad 发掘	1	0.000002
ad 发掘 vt	1	0.000002
发掘 vt 的	1	0.000002
的 ud 遗址	1	0.000002
ud 遗址 n	1	0.000002
遗址 n 殷墟	1	0.000002
n 殷墟 ns	1	0.000002
殷墟 ns wd	1	0.000002
其 rz 被	1	0.000002
被 p 选定	1	0.000002
p 选定 vt	1	0.000002
选定 vt 正是	1	0.000002
vt 正是 vl	1	0.000002
wj 长期 d	1	0.000002
领导 vt 中国	1	0.000002
科学院 n wkz	1	0.000002
后 f 属	1	0.000002
f 属 vl	1	0.000002
属 vl 中国	1	0.000002
中国 ns 社会	1	0.000002
社会 n 科学院	1	0.000002
nt wky 考古	1	0.000002
wky 考古 vn	1	0.000002
考古 vn 研究所	1	0.000002
的 ud 夏	1	0.000002
ud 夏 nrf	1	0.000002
夏 nrf 鼐	1	0.000002
nrf 鼐 nrg	1	0.000002
鼐 nrg 先生	1	0.000002
p wkz 什么	1	0.000002
wkz 什么 ry	1	0.000002
考古学 n wky	1	0.000002
n wky 文	1	0.000002
wky 文 n	1	0.000002
考古学 n 和	1	0.000002
和 p 利用	1	0.000002
p 利用 vt	1	0.000002
利用 vt 文献	1	0.000002
文献 n 记载	1	0.000002
n 记载 vn	1	0.000002
记载 vn 进行	1	0.000002
的 ud 狭义	1	0.000002
ud 狭义 b	1	0.000002
狭义 b 历史学	1	0.000002
b 历史学 n	1	0.000002
历史学 n 不	1	0.000002
对象 n 只	1	0.000002
物质 n 的	1	0.000002
的 ud 遗存	1	0.000002
ud 遗存 vn	1	0.000002
但 c 两者	1	0.000002
c 两者 rz	1	0.000002
两者 rz 同	1	0.000002
rz 同 d	1	0.000002
同 d 以	1	0.000002
以 p 恢复	1	0.000002
恢复 vt 人类	1	0.000002
的 ud 本来面目	1	0.000002
ud 本来面目 in	1	0.000002
本来面目 in 为	1	0.000002
in 为 vl	1	0.000002
如 vt 车	1	0.000002
che1 n 之	1	0.000002
之 u 两	1	0.000002
u 两 m	1	0.000002
m 轮 Ng	1	0.000002
轮 Ng wd	1	0.000002
Ng wd 鸟	1	0.000002
wd 鸟 n	1	0.000002
鸟 n 之	1	0.000002
之 u 两翼	1	0.000002
u 两翼 n	1	0.000002
两翼 n wj	1	0.000002
对于 p 了解	1	0.000002
了解 vt 中国	1	0.000002
文明 n 和	1	0.000002
文献 n 传统	1	0.000002
人们 n 来说	1	0.000002
u wd 中国	1	0.000002
这种 r 特点	1	0.000002
r 特点 n	1	0.000002
特点 n 乃是	1	0.000002
乃是 vl 自然	1	0.000002
vl 自然 a	1	0.000002
04 003 008	1	0.000002
008 m 尽管	1	0.000002
尽管 c 历史	1	0.000002
历史 n 与	1	0.000002
与 c 考古	1	0.000002
c 考古 n	1	0.000002
考古 n 有	1	0.000002
有 vt 如此	1	0.000002
如此 rz 密切	1	0.000002
rz 密切 a	1	0.000002
把 p 两者	1	0.000002
p 两者 rz	1	0.000002
两者 rz 很	1	0.000002
起来 vq 仍	1	0.000002
vq 仍 d	1	0.000002
vl 容易 a	1	0.000002
认识 vt 历史	1	0.000002
历史 n 文献	1	0.000002
n 文献 n	1	0.000002
文献 n 和	1	0.000002
和 c 考古	1	0.000002
c 考古 vn	1	0.000002
考古 vn 成果	1	0.000002
分别 d 需要	1	0.000002
需要 vt 特殊	1	0.000002
与 c 训练	1	0.000002
vn wj 特别	1	0.000002
研究 vn 收获	1	0.000002
vn 收获 n	1	0.000002
并非 vt 轻易	1	0.000002
vt 轻易 d	1	0.000002
轻易 d 就	1	0.000002
能 vu 融会	1	0.000002
vu 融会 v	1	0.000002
融会 v 到	1	0.000002
到 vq 历史	1	0.000002
vq 历史 n	1	0.000002
历史 n 知识	1	0.000002
的 ud 普及	1	0.000002
ud 普及 vn	1	0.000002
普及 vn 上	1	0.000002
f wd 怎样	1	0.000002
怎样 ry 结合	1	0.000002
ry 结合 vt	1	0.000002
结合 vt 考古	1	0.000002
文物 n wd	1	0.000002
不 df 简单	1	0.000002
df 简单 a	1	0.000002
简单 a wj	1	0.000002
使 vt 全书	1	0.000002
全书 n 成	1	0.000002
wyy wd 成绩	1	0.000002
成绩 n 是	1	0.000002
是 vl 值得	1	0.000002
vl 值得 vu	1	0.000002
值得 vu 肯定	1	0.000002
vu 肯定 vt	1	0.000002
肯定 vt 的	1	0.000002
04 003 009	1	0.000002
009 m 说	1	0.000002
说 vt 考古学	1	0.000002
对象 n 是	1	0.000002
等于 vl 讲	1	0.000002
vl 讲 vt	1	0.000002
讲 vt 这种	1	0.000002
遗存 vn 仅	1	0.000002
vn 仅 d	1	0.000002
为 vl 物质	1	0.000002
物质 n 文化	1	0.000002
有 vt 读者	1	0.000002
读者 n 知道	1	0.000002
vt wd 拙见	1	0.000002
wd 拙见 n	1	0.000002
拙见 n 以为	1	0.000002
以为 vt 每	1	0.000002
每 rz 种	1	0.000002
rz 种 qz	1	0.000002
种 qz 人类	1	0.000002
qz 人类 n	1	0.000002
程度 n 和	1	0.000002
和 c 层面	1	0.000002
c 层面 n	1	0.000002
反映 vt 当时	1	0.000002
精神 n 文化	1	0.000002
大 a 至	1	0.000002
至 vt 古	1	0.000002
古 a 城址	1	0.000002
a 城址 n	1	0.000002
城址 n wu	1	0.000002
n wu 陵墓	1	0.000002
wu 陵墓 n	1	0.000002
陵墓 n 群	1	0.000002
Ng wd 小	1	0.000002
小 a 到	1	0.000002
件 qe 兵器	1	0.000002
qe 兵器 n	1	0.000002
兵器 n wu	1	0.000002
一个 mq 佩饰	1	0.000002
mq 佩饰 n	1	0.000002
佩饰 n wd	1	0.000002
n wd 无非	1	0.000002
wd 无非 d	1	0.000002
无非 d 中华	1	0.000002
d 中华 nz	1	0.000002
n wd 寄寓	1	0.000002
wd 寄寓 vt	1	0.000002
寄寓 vt 着	1	0.000002
着 uz 先民	1	0.000002
uz 先民 n	1	0.000002
先民 n 的	1	0.000002
意念 n 与	1	0.000002
与 c 精神	1	0.000002
我们 rr 探索	1	0.000002
rr 探索 vt	1	0.000002
探索 vt 中华	1	0.000002
文明 n 萌生	1	0.000002
n 萌生 vt	1	0.000002
萌生 vt 形成	1	0.000002
形成 vt wu	1	0.000002
vt wu 发扬光大	1	0.000002
wu 发扬光大 iv	1	0.000002
发扬光大 iv 的	1	0.000002
n wd 不可	1	0.000002
缺少 vt 考古	1	0.000002
文物 n wj	1	0.000002
正是 vl wyz	1	0.000002
n wyy 胜	1	0.000002
wyy 胜 vt	1	0.000002
胜 vt 于	1	0.000002
于 p 其他	1	0.000002
其他 rz 类型	1	0.000002
史籍 n 之	1	0.000002
04 003 010	1	0.000002
010 m 然而	1	0.000002
c wd 作为	1	0.000002
作为 p 文物	1	0.000002
文物 n 考古	1	0.000002
n 考古 n	1	0.000002
考古 n 研究	1	0.000002
研究 vn 对象	1	0.000002
以及 c 由	1	0.000002
由 p 这种	1	0.000002
遗存 vn 所	1	0.000002
能 vu 导出	1	0.000002
vu 导出 vt	1	0.000002
导出 vt 的	1	0.000002
n wd 究竟	1	0.000002
wd 究竟 d	1	0.000002
ud wj 过去	1	0.000002
可能 vu 完整	1	0.000002
vu 完整 a	1	0.000002
以 p 遗存	1	0.000002
p 遗存 vi	1	0.000002
遗存 vi 的	1	0.000002
形式 n 保留	1	0.000002
保留 vt 下来	1	0.000002
vq wj 我们	1	0.000002
应当 vu 希望	1	0.000002
vu 希望 vt	1	0.000002
希望 vt wd	1	0.000002
考古学 n 能够	1	0.000002
能够 vu 将	1	0.000002
将 p wkz	1	0.000002
p wkz 史记	1	0.000002
wkz 史记 nz	1	0.000002
史记 nz wky	1	0.000002
wu wkz 汉书	1	0.000002
wkz 汉书 n	1	0.000002
汉书 n wky	1	0.000002
n wky 包含	1	0.000002
wky 包含 vt	1	0.000002
的 ud 种种	1	0.000002
ud 种种 q	1	0.000002
种种 q 全面	1	0.000002
q 全面 ad	1	0.000002
全面 ad 揭示	1	0.000002
ad 揭示 vt	1	0.000002
揭示 vt 在	1	0.000002
人们 n 眼前	1	0.000002
n 眼前 s	1	0.000002
眼前 s wj	1	0.000002
s wj 因此	1	0.000002
wei4 p 历史	1	0.000002
历史 n 配	1	0.000002
配 vt 图	1	0.000002
图 n 时	1	0.000002
Ng wd 总是	1	0.000002
有 vx 太	1	0.000002
vx 太 dc	1	0.000002
遗憾 an wd	1	0.000002
an wd 甚至于	1	0.000002
wd 甚至于 d	1	0.000002
甚至于 d 不	1	0.000002
很 dc 需要	1	0.000002
n wd 文物	1	0.000002
文物 n 数量	1	0.000002
数量 n 繁多	1	0.000002
n 繁多 a	1	0.000002
繁多 a 过剩	1	0.000002
a 过剩 vi	1	0.000002
过剩 vi wd	1	0.000002
vi wd 十分	1	0.000002
十分 dc 需要	1	0.000002
的 ud 场合	1	0.000002
ud 场合 n	1	0.000002
有关 vn 文物	1	0.000002
文物 n 却	1	0.000002
以至 c 一	1	0.000002
件 qe 也	1	0.000002
要求 vt 书	1	0.000002
的 ud 编者	1	0.000002
ud 编者 n	1	0.000002
编者 n 广为	1	0.000002
广为 d 搜集	1	0.000002
搜集 vt wd	1	0.000002
又 d 精	1	0.000002
d 精 a	1	0.000002
精 a 加	1	0.000002
a 加 vt	1	0.000002
加 vt 选择	1	0.000002
选择 vt wj	1	0.000002
是 vl 做	1	0.000002
vl 做 vt	1	0.000002
001 m 雨	1	0.000002
m 雨 n	1	0.000002
雨 n 滴落	1	0.000002
n 滴落 vi	1	0.000002
滴落 vi 海	1	0.000002
vi 海 n	1	0.000002
海 n 声	1	0.000002
n 声 n	1	0.000002
声 n wp	1	0.000002
vt wkz 往事	1	0.000002
ry wky 19980103	1	0.000002
刘 nrf 心武	1	0.000002
nrf 心武 nrg	1	0.000002
心武 nrg 19980103	1	0.000002
003 m 名人	1	0.000002
m 名人 n	1	0.000002
名人 n 自叙	1	0.000002
n 自叙 n	1	0.000002
自叙 n 吸引	1	0.000002
因为 c 能	1	0.000002
能 vu 满足	1	0.000002
的 ud 好奇心	1	0.000002
ud 好奇心 n	1	0.000002
好奇心 n wd	1	0.000002
如果 c 那	1	0.000002
那 rz 自叙	1	0.000002
能 vu 具有	1	0.000002
vu 具有 vt	1	0.000002
具有 vt 一	1	0.000002
qz wyz 钥匙孔	1	0.000002
wyy wd 令	1	0.000002
令 vt 读者	1	0.000002
读者 n 获得	1	0.000002
从 p 房门	1	0.000002
p 房门 n	1	0.000002
房门 n 外	1	0.000002
外 f 朝	1	0.000002
f 朝 p	1	0.000002
朝 p 钥匙孔	1	0.000002
p 钥匙孔 n	1	0.000002
钥匙孔 n 里	1	0.000002
窥视 vt wyy	1	0.000002
的 ud 快感	1	0.000002
ud 快感 n	1	0.000002
快感 n wd	1	0.000002
则 c 一定	1	0.000002
一定 d 畅销	1	0.000002
d 畅销 vt	1	0.000002
畅销 vt 一时	1	0.000002
一时 mq wj	1	0.000002
mq wj 倘	1	0.000002
wj 倘 c	1	0.000002
倘 c 是	1	0.000002
其 rz 自叙	1	0.000002
人 n 吗	1	0.000002
这 rz 主要	1	0.000002
rz 主要 d	1	0.000002
主要 d 决定	1	0.000002
于 p 自叙	1	0.000002
p 自叙 n	1	0.000002
自叙 n 的	1	0.000002
内容 n 有	1	0.000002
有 vx 无	1	0.000002
vx 无 vt	1	0.000002
无 vt 价值	1	0.000002
怎样 ry 判断	1	0.000002
ry 判断 vt	1	0.000002
判断 vt 其	1	0.000002
其 rz 价值	1	0.000002
rz 价值 n	1	0.000002
价值 n ww	1	0.000002
n ww 那	1	0.000002
ww 那 rz	1	0.000002
dei3 vu 看	1	0.000002
n wd 能否	1	0.000002
wd 能否 vt	1	0.000002
把 p 个人	1	0.000002
命运 n wd	1	0.000002
n wd 编织	1	0.000002
wd 编织 vt	1	0.000002
编织 vt 在	1	0.000002
的 ud 经纬线	1	0.000002
ud 经纬线 n	1	0.000002
经纬线 n 中	1	0.000002
f wd 从而	1	0.000002
从而 c 有利于	1	0.000002
有利于 vt 提升	1	0.000002
vt 提升 vt	1	0.000002
提升 vt 读者	1	0.000002
的 ud 认知	1	0.000002
ud 认知 vn	1	0.000002
认知 vn wj	1	0.000002
vn wj 当然	1	0.000002
d wd 非	1	0.000002
wd 非 h	1	0.000002
名人 n 的	1	0.000002
自叙 n 是	1	0.000002
难 a 获取	1	0.000002
a 获取 vt	1	0.000002
获取 vt wyz	1	0.000002
vt wyz 钥匙孔	1	0.000002
ud wd 并且	1	0.000002
并且 c wd	1	0.000002
以为 vt 也	1	0.000002
应该 vu 追求	1	0.000002
vu 追求 vt	1	0.000002
追求 vt 那样	1	0.000002
vt 那样 rz	1	0.000002
n wj 最好	1	0.000002
wj 最好 d	1	0.000002
vl wd 比如	1	0.000002
比如 vt 敞开	1	0.000002
vt 敞开 vt	1	0.000002
敞开 vt 一	1	0.000002
间 qe 并非	1	0.000002
qe 并非 vt	1	0.000002
并非 vt 华屋	1	0.000002
vt 华屋 n	1	0.000002
华屋 n 的	1	0.000002
的 ud 窗户	1	0.000002
ud 窗户 n	1	0.000002
窗户 n wd	1	0.000002
个人 n 命运	1	0.000002
的 ud 窗框	1	0.000002
ud 窗框 n	1	0.000002
窗框 n wd	1	0.000002
n wd 镶嵌	1	0.000002
wd 镶嵌 vt	1	0.000002
镶嵌 vt 出	1	0.000002
出 vq 时代	1	0.000002
斑斓 z 风景	1	0.000002
z 风景 n	1	0.000002
风景 n wd	1	0.000002
人 n 眼界	1	0.000002
n 眼界 n	1	0.000002
眼界 n 顿	1	0.000002
n 顿 Dg	1	0.000002
顿 Dg 开	1	0.000002
Dg 开 vt	1	0.000002
vt wd 令人感动	1	0.000002
wd 令人感动 lv	1	0.000002
令人感动 lv 憬悟	1	0.000002
lv 憬悟 v	1	0.000002
憬悟 v wj	1	0.000002
004 m 光明日报	1	0.000002
m 光明日报 nz	1	0.000002
光明日报 nz 资深	1	0.000002
nz 资深 b	1	0.000002
资深 b 记者	1	0.000002
b 记者 n	1	0.000002
安惠 nrg wd	1	0.000002
nrg wd 退休	1	0.000002
后 f 写	1	0.000002
书 n wm	1	0.000002
wm wkz 往事	1	0.000002
ry wky wkz	1	0.000002
wky wkz 新华	1	0.000002
头 m 半	1	0.000002
后 f 半	1	0.000002
f 半 m	1	0.000002
她 rr 近年来	1	0.000002
rr 近年来 l	1	0.000002
近年来 l 写	1	0.000002
l 写 vt	1	0.000002
的 ud 名人	1	0.000002
ud 名人 n	1	0.000002
名人 n 专访	1	0.000002
n 专访 vn	1	0.000002
n wd 深深	1	0.000002
地 ui 吸引	1	0.000002
ui 吸引 vt	1	0.000002
地 ui 打动	1	0.000002
ui 打动 vt	1	0.000002
打动 vt 了	1	0.000002
其实 d 张	1	0.000002
d 张 nrf	1	0.000002
女士 n 在	1	0.000002
算 vl 得	1	0.000002
vl 得 ue	1	0.000002
得 ue 知名	1	0.000002
ue 知名 a	1	0.000002
知名 a 人物	1	0.000002
n wd 可是	1	0.000002
可是 c 咱们	1	0.000002
c 咱们 rr	1	0.000002
咱们 rr 实事求是	1	0.000002
实事求是 ia wm	1	0.000002
ia wm 就	1	0.000002
wm 就 p	1	0.000002
知名度 n 而言	1	0.000002
u wd 她	1	0.000002
她 rr 毕竟	1	0.000002
rr 毕竟 d	1	0.000002
毕竟 d 还	1	0.000002
vl wyz 稍逊风骚	1	0.000002
wyz 稍逊风骚 l	1	0.000002
稍逊风骚 l wyy	1	0.000002
wyy wj 张	1	0.000002
女士 n 拿	1	0.000002
vq wd 铺叙	1	0.000002
wd 铺叙 vt	1	0.000002
铺叙 vt 自己	1	0.000002
的 ud 身世	1	0.000002
ud 身世 n	1	0.000002
身世 n wd	1	0.000002
不是 c 因为	1	0.000002
因为 c 读者	1	0.000002
读者 n 们	1	0.000002
想 vu 挤	1	0.000002
vu 挤 vt	1	0.000002
她 rr 门外	1	0.000002
rr 门外 s	1	0.000002
门外 s 的	1	0.000002
n wyy 往	1	0.000002
wyy 往 p	1	0.000002
窥视 vt wd	1	0.000002
c wd 她	1	0.000002
种 qz 不能不	1	0.000002
qz 不能不 d	1	0.000002
不能不 d 敞开	1	0.000002
敞开 vt 心灵	1	0.000002
vt 心灵 n	1	0.000002
心灵 n 窗牖	1	0.000002
窗牖 n 的	1	0.000002
激情 n wj	1	0.000002
激情 n 泄	1	0.000002
n 泄 Vg	1	0.000002
泄 Vg 于	1	0.000002
于 p 纸面	1	0.000002
p 纸面 n	1	0.000002
纸面 n 时	1	0.000002
又 d 变	1	0.000002
得 ue 异常	1	0.000002
ue 异常 dc	1	0.000002
异常 dc 地	1	0.000002
地 ui 平静	1	0.000002
ui 平静 a	1	0.000002
a wd 她	1	0.000002
她 rr 不是	1	0.000002
rr 不是 c	1	0.000002
不是 c 慷慨陈辞	1	0.000002
c 慷慨陈辞 iv	1	0.000002
慷慨陈辞 iv wd	1	0.000002
而是 c 娓娓道来	1	0.000002
c 娓娓道来 lv	1	0.000002
娓娓道来 lv wd	1	0.000002
在 p 物换星移	1	0.000002
p 物换星移 iv	1	0.000002
物换星移 iv wu	1	0.000002
iv wu 人世沧桑	1	0.000002
wu 人世沧桑 l	1	0.000002
人世沧桑 l 中	1	0.000002
她 rr 平实	1	0.000002
rr 平实 a	1	0.000002
平实 a 地	1	0.000002
地 ui 撷拾	1	0.000002
ui 撷拾 v	1	0.000002
撷拾 v 着	1	0.000002
生命 n 道路	1	0.000002
的 ud 脚印	1	0.000002
ud 脚印 n	1	0.000002
脚印 n wd	1	0.000002
wei4 p 慰藉	1	0.000002
p 慰藉 vt	1	0.000002
慰藉 vt 自己	1	0.000002
的 ud 良心	1	0.000002
ud 良心 n	1	0.000002
良心 n wd	1	0.000002
wei4 p 滋润	1	0.000002
p 滋润 vt	1	0.000002
滋润 vt 读者	1	0.000002
的 ud 胸臆	1	0.000002
ud 胸臆 n	1	0.000002
胸臆 n wj	1	0.000002
所 us 推开	1	0.000002
us 推开 vt	1	0.000002
的 ud 窗牖	1	0.000002
ud 窗牖 n	1	0.000002
窗牖 n wd	1	0.000002
n wd 显露	1	0.000002
wd 显露 vt	1	0.000002
出 vq 哀乐	1	0.000002
vq 哀乐 n	1	0.000002
哀乐 n 交融	1	0.000002
n 交融 vi	1	0.000002
交融 vi 的	1	0.000002
人生 n 图画	1	0.000002
n 图画 n	1	0.000002
图画 n wd	1	0.000002
n wd 氤氲	1	0.000002
wd 氤氲 v	1	0.000002
氤氲 v 出	1	0.000002
出 vq 引	1	0.000002
vq 引 vt	1	0.000002
人 n 沉思	1	0.000002
n 沉思 vt	1	0.000002
以为 vt 与其	1	0.000002
vt 与其 c	1	0.000002
与其 c 挤	1	0.000002
c 挤 vt	1	0.000002
在 p 名人	1	0.000002
p 名人 n	1	0.000002
名人 n 屋	1	0.000002
n 屋 n	1	0.000002
屋 n 外	1	0.000002
n wyy 费力	1	0.000002
wyy 费力 a	1	0.000002
费力 a 地	1	0.000002
