# 总词数: 487832
# 词汇表大小: 91800
# 格式: 词语	频次	频率
#==================================================
vq 街头	1	0.000002
vt 诗	1	0.000002
n 作画	1	0.000002
作画 vi	1	0.000002
n 手势	1	0.000002
手势 n	1	0.000002
an 知识	1	0.000002
wf 交通	1	0.000002
n 图片展	1	0.000002
ul 络绎不绝	1	0.000002
wd 血	1	0.000002
ul 警钟	1	0.000002
警钟 n	1	0.000002
m 市委	1	0.000002
vt 倡议书	1	0.000002
倡议书 n	1	0.000002
wf 有关	1	0.000002
n 宣传站	1	0.000002
宣传站 n	1	0.000002
解答 vt	1	0.000002
ud 疑难	1	0.000002
疑难 n	1	0.000002
nrg 秦	1	0.000002
nrf 广艳	1	0.000002
广艳 nrg	1	0.000002
w 替	1	0.000002
w 武汉	1	0.000002
nt 实行	1	0.000002
vt 政务	1	0.000002
w 把	1	0.000002
vu 承诺	1	0.000002
n 告	1	0.000002
rz 于	1	0.000002
n 按图索骥	1	0.000002
按图索骥 iv	1	0.000002
iv 监督	1	0.000002
vn 是否	1	0.000002
vt 合乎	1	0.000002
r 名	1	0.000002
Ng 解难	1	0.000002
解难 vi	1	0.000002
vt 湖北省	1	0.000002
nt 受到	1	0.000002
r 本着	1	0.000002
wu 公平	1	0.000002
p 民政部门	1	0.000002
us 管辖	1	0.000002
n 张榜	1	0.000002
vi 公布	1	0.000002
p 民政	1	0.000002
qz m	1	0.000002
qe 民政	1	0.000002
f 提炼	1	0.000002
qe 主体	1	0.000002
wd 替	1	0.000002
n 职责	1	0.000002
n 建章	1	0.000002
建章 j	1	0.000002
j 建制	1	0.000002
wd 细化	1	0.000002
vt 分理	1	0.000002
分理 v	1	0.000002
n 发给	1	0.000002
wyz 花钱	1	0.000002
s 党报	1	0.000002
rz 广而告之	1	0.000002
广而告之 lv	1	0.000002
p 衡量	1	0.000002
a 坏	1	0.000002
ud 尺子	1	0.000002
尺子 n	1	0.000002
vi 监督	1	0.000002
vt 评判	1	0.000002
rr 置于	1	0.000002
rz 上级	1	0.000002
n 相关	1	0.000002
vn 之下	1	0.000002
wd 脸	1	0.000002
wd 话	1	0.000002
n 难听	1	0.000002
难听 a	1	0.000002
wd 事	1	0.000002
df 办事	1	0.000002
ul 好处	1	0.000002
vn 不良	1	0.000002
r 推行	1	0.000002
n 不论	1	0.000002
c 职位	1	0.000002
职位 n	1	0.000002
a 低	1	0.000002
a 全部	1	0.000002
m 挂牌	1	0.000002
挂牌 vi	1	0.000002
vi 上岗	1	0.000002
vi 若	1	0.000002
vt 冷落	1	0.000002
冷落 vn	1	0.000002
vu 举报	1	0.000002
wd 一经	1	0.000002
d 查实	1	0.000002
n 拒之门外	1	0.000002
拒之门外 lv	1	0.000002
wd 中华路	1	0.000002
中华路 ns	1	0.000002
qe 近	1	0.000002
ud 朱	1	0.000002
vt 民政局	1	0.000002
vt 政治处	1	0.000002
政治处 n	1	0.000002
n 打听	1	0.000002
vt 事项	1	0.000002
t 张	1	0.000002
nrf 正好	1	0.000002
z 不	1	0.000002
df 主管	1	0.000002
ud 罗	1	0.000002
n 赶忙	1	0.000002
赶忙 d	1	0.000002
ad 接待	1	0.000002
vt 朱	1	0.000002
ud 事由	1	0.000002
事由 n	1	0.000002
a 笔录	1	0.000002
笔录 n	1	0.000002
n 扶	1	0.000002
vt 负责人	1	0.000002
wj 冷	1	0.000002
a 缘由	1	0.000002
缘由 n	1	0.000002
f 马上	1	0.000002
vt 手边	1	0.000002
手边 s	1	0.000002
vn 亲自	1	0.000002
vx 政策性	1	0.000002
vq 表扬信	1	0.000002
表扬信 n	1	0.000002
wd 夸赞	1	0.000002
wkz 桂	1	0.000002
桂 nrf	1	0.000002
nrf 望国	1	0.000002
望国 nrg	1	0.000002
nrg 曹	1	0.000002
nrf 冬蓉	1	0.000002
冬蓉 nrg	1	0.000002
m 金口河区	1	0.000002
ns 构建	1	0.000002
w 地处	1	0.000002
vt 少数民族	1	0.000002
n 偏远	1	0.000002
ud 四川省	1	0.000002
ns 乐山市	1	0.000002
乐山市 ns	1	0.000002
ns 金口河区	1	0.000002
p 军民共建	1	0.000002
wd 厂	1	0.000002
Vg 建	1	0.000002
n 彝	1	0.000002
彝 jn	1	0.000002
jn 汉	1	0.000002
汉 jn	1	0.000002
vt 乐山	1	0.000002
m 传播	1	0.000002
wyz 基础	1	0.000002
vl 构建	1	0.000002
vt 爱国主义	1	0.000002
n 启蒙	1	0.000002
ud 情操	1	0.000002
Vg 乡	1	0.000002
wu 帮	1	0.000002
wu 扶	1	0.000002
wyz 细胞	1	0.000002
wd 该区	1	0.000002
该区 r	1	0.000002
r 把	1	0.000002
wyy 团结	1	0.000002
wj 厂	1	0.000002
f 互联	1	0.000002
vi 共建	1	0.000002
ad 融洽	1	0.000002
n 峨金	1	0.000002
峨金 ns	1	0.000002
wu 大渡河	1	0.000002
u 工程	1	0.000002
vl 厂	1	0.000002
ud 结晶	1	0.000002
结晶 n	1	0.000002
wkz 龙	1	0.000002
龙 nrf	1	0.000002
nrf 晓勤	1	0.000002
晓勤 nrg	1	0.000002
m 运城	1	0.000002
vi 架	1	0.000002
w 作为	1	0.000002
vn 保证	1	0.000002
ww 山西省	1	0.000002
ns 运城	1	0.000002
wyz 群众	1	0.000002
n 拥护	1	0.000002
wd 政绩	1	0.000002
政绩 n	1	0.000002
vt 地直	1	0.000002
地直 j	1	0.000002
qe 副处级	1	0.000002
vx 民主	1	0.000002
ad 推荐	1	0.000002
vt 实地	1	0.000002
d 考察	1	0.000002
c 集体	1	0.000002
n 选配	1	0.000002
选配 vt	1	0.000002
rz 县委	1	0.000002
wd 县长	1	0.000002
vt 充实	1	0.000002
n 支部	1	0.000002
wu 乡镇长	1	0.000002
乡镇长 jn	1	0.000002
vt 下发	1	0.000002
n 后备	1	0.000002
后备 n	1	0.000002
挂职 vi	1	0.000002
vi 扶贫	1	0.000002
u 文件	1	0.000002
ul 闻喜县	1	0.000002
闻喜县 ns	1	0.000002
ns 选派	1	0.000002
d 蹲点	1	0.000002
蹲点 vi	1	0.000002
vt 深井	1	0.000002
深井 n	1	0.000002
vt 渠道	1	0.000002
vt 管灌	1	0.000002
管灌 vn	1	0.000002
vn 渗灌	1	0.000002
渗灌 v	1	0.000002
p 加大	1	0.000002
wd 去年初	1	0.000002
去年初 t	1	0.000002
wyz 十万	1	0.000002
十万 m	1	0.000002
Ng 扶贫	1	0.000002
vl 先	1	0.000002
d 富	1	0.000002
mq 贫困户	1	0.000002
wd 定	1	0.000002
wu 压	1	0.000002
vt 担子	1	0.000002
wu 签订	1	0.000002
qe 特困户	1	0.000002
ul 温饱	1	0.000002
qe 贫困户	1	0.000002
ul 致富	1	0.000002
b 贫困户	1	0.000002
wyz 致富	1	0.000002
vn 架	1	0.000002
wd 党群	1	0.000002
jn 心连心	1	0.000002
u 锦旗	1	0.000002
c 牌匾	1	0.000002
牌匾 n	1	0.000002
nrf 岸涛	1	0.000002
岸涛 nrg	1	0.000002
nrf 保安	1	0.000002
保安 nrg	1	0.000002
a 城镇	1	0.000002
n 镇	1	0.000002
wp 浙江	1	0.000002
ns 玉环县	1	0.000002
ns 陈屿	1	0.000002
陈屿 镇	1	0.000002
d 打破	1	0.000002
n 壁垒	1	0.000002
wyz 二元	1	0.000002
二元 b	1	0.000002
b 户籍	1	0.000002
vt 该镇	1	0.000002
r m	1	0.000002
wj 昔日	1	0.000002
n 孤寡老人	1	0.000002
ul 城镇	1	0.000002
ul 环境	1	0.000002
n 优美	1	0.000002
ul 幸福	1	0.000002
wkz 钟	1	0.000002
nrf 鸥	1	0.000002
鸥 鸣	1	0.000002
鸣 nrg	1	0.000002
ns 厦门市	1	0.000002
厦门市 ns	1	0.000002
ud 偏僻	1	0.000002
a 山村	1	0.000002
山村 n	1	0.000002
wp 新圩镇	1	0.000002
新圩镇 ns	1	0.000002
ns 马塘村	1	0.000002
马塘村 ns	1	0.000002
ns 依靠	1	0.000002
ud 富民政策	1	0.000002
富民政策 l	1	0.000002
l 脱贫致富	1	0.000002
lb 后	1	0.000002
mq 花园式	1	0.000002
花园式 b	1	0.000002
b 国旗	1	0.000002
c 村委会	1	0.000002
jn 带领	1	0.000002
k 每周	1	0.000002
qv 隆重	1	0.000002
vx 爱国主义	1	0.000002
nrf 张青	1	0.000002
张青 nrg	1	0.000002
n 严惩	1	0.000002
ln 分子	1	0.000002
wd 保卫	1	0.000002
n 系列剧	1	0.000002
系列剧 n	1	0.000002
wkz 京都	1	0.000002
京都 ns	1	0.000002
ns 警	1	0.000002
Ng 魂	1	0.000002
ns 杀青	1	0.000002
杀青 v	1	0.000002
p 春节	1	0.000002
ns 有线	1	0.000002
有线 b	1	0.000002
b 电视台	1	0.000002
nt 首播	1	0.000002
首播 vt	1	0.000002
ns 公安局长	1	0.000002
nrf 良基	1	0.000002
良基 nrg	1	0.000002
vt 该剧	1	0.000002
r 总	1	0.000002
p 该片	1	0.000002
r 题写	1	0.000002
vt 片名	1	0.000002
m 中级	1	0.000002
wu 北京大学	1	0.000002
nt 法律系	1	0.000002
法律系 n	1	0.000002
c 丰台区	1	0.000002
丰台区 ns	1	0.000002
ns 南苑	1	0.000002
南苑 乡	1	0.000002
qd 会聚	1	0.000002
会聚 vt	1	0.000002
堂 Ng	1	0.000002
wd 共建	1	0.000002
u 议题	1	0.000002
n 研讨	1	0.000002
wkz 晓王	1	0.000002
晓王 nr	1	0.000002
w 北空	1	0.000002
北空 j	1	0.000002
j 各级	1	0.000002
c 场站	1	0.000002
wkz 争创	1	0.000002
vn 全优	1	0.000002
vt 去年底	1	0.000002
b 场站	1	0.000002
vt 严密	1	0.000002
严密 a	1	0.000002
wd 外场	1	0.000002
外场 n	1	0.000002
n 秩序井然	1	0.000002
秩序井然 iv	1	0.000002
wd 装备	1	0.000002
n 尽心尽职	1	0.000002
尽心尽职 v	1	0.000002
wd 全优	1	0.000002
vt 百分之八十	1	0.000002
百分之八十 m	1	0.000002
优良 场次	1	0.000002
场次 率	1	0.000002
率 n	1	0.000002
vt 百分之九	1	0.000002
百分之九 十九点九	1	0.000002
十九点九 m	1	0.000002
wkz 满	1	0.000002
满 nrf	1	0.000002
nrf 东燕	1	0.000002
东燕 nrg	1	0.000002
nrg 冯	1	0.000002
nrf 春林	1	0.000002
春林 nrg	1	0.000002
w 武警	1	0.000002
ns 昌平	1	0.000002
昌平 ns	1	0.000002
u 业务	1	0.000002
wkz 农闲	1	0.000002
wky 训练	1	0.000002
wkz 双	1	0.000002
r 农业	1	0.000002
vn 创利	1	0.000002
创利 vi	1	0.000002
vi 三十	1	0.000002
nrf 向东	1	0.000002
向东 nrg	1	0.000002
m 慎始而敬终	1	0.000002
m 廖	1	0.000002
nrf 志承	1	0.000002
志承 nrg	1	0.000002
ud 福建省	1	0.000002
ns 人大	1	0.000002
c 省政府	1	0.000002
qv 联席会议	1	0.000002
nrf 启彤	1	0.000002
启彤 nrg	1	0.000002
p 肯定	1	0.000002
ul 人大	1	0.000002
rz 人大	1	0.000002
rz 最后	1	0.000002
qj 满意	1	0.000002
ud 答卷	1	0.000002
答卷 n	1	0.000002
rz 提法	1	0.000002
df 困	1	0.000002
wky 语	1	0.000002
语 Ng	1	0.000002
Ng 出	1	0.000002
wkz 左传	1	0.000002
左传 nz	1	0.000002
wky 引古	1	0.000002
引古 逸书	1	0.000002
逸书 nz	1	0.000002
wj 意思	1	0.000002
vl 谨慎	1	0.000002
df 怠慢	1	0.000002
ui 终结	1	0.000002
vt 窘迫	1	0.000002
窘迫 a	1	0.000002
u 患	1	0.000002
患 Ng	1	0.000002
df 限于	1	0.000002
mq 班子	1	0.000002
ud 转换	1	0.000002
vn 衔接	1	0.000002
wd 承前启后	1	0.000002
wd 不失为	1	0.000002
不失为 vt	1	0.000002
ud 警诫	1	0.000002
警诫 n	1	0.000002
p 宪法	1	0.000002
wu 选举法	1	0.000002
nt 九	1	0.000002
wj 各省	1	0.000002
c 市	1	0.000002
wu 县级	1	0.000002
b 人大	1	0.000002
c 即将	1	0.000002
vx 换届	1	0.000002
vn 几乎	1	0.000002
dc 几	1	0.000002
qz 同时	1	0.000002
vl 多年	1	0.000002
d 不可避免	1	0.000002
wj 总的说	1	0.000002
总的说 l	1	0.000002
ud 进退	1	0.000002
进退 留转	1	0.000002
留转 j	1	0.000002
j 问题	1	0.000002
rr 牢记	1	0.000002
vn 职责	1	0.000002
wj 面临	1	0.000002
vt 届	1	0.000002
wd 识	1	0.000002
vt 大体	1	0.000002
大体 n	1	0.000002
vt 名权位	1	0.000002
名权位 j	1	0.000002
wkz 进	1	0.000002
wd 退	1	0.000002
wd 慎始敬终	1	0.000002
慎始敬终 i	1	0.000002
p 后来者	1	0.000002
后来者 n	1	0.000002
mq 可贵	1	0.000002
mq 干部	1	0.000002
rz 心思	1	0.000002
ui 考虑	1	0.000002
n 进退	1	0.000002
进退 vn	1	0.000002
wd 请客	1	0.000002
wd 争	1	0.000002
vt 位子	1	0.000002
rz 封官许愿	1	0.000002
封官许愿 iv	1	0.000002
wd 拉帮结派	1	0.000002
vt 干扰	1	0.000002
ul 换届	1	0.000002
vi 选举	1	0.000002
rz 觉得	1	0.000002
vt 反正	1	0.000002
n 就要	1	0.000002
d 退	1	0.000002
d 不思进取	1	0.000002
不思进取 lv	1	0.000002
wd 回避	1	0.000002
回避 vt	1	0.000002
wd 消极	1	0.000002
ad 守	1	0.000002
vt 摊	1	0.000002
摊 Ng	1	0.000002
vi 马虎	1	0.000002
马虎 a	1	0.000002
d 丢	1	0.000002
vq 本职	1	0.000002
本职 n	1	0.000002
wd 北上	1	0.000002
vt 南下	1	0.000002
wd 出境	1	0.000002
vi 出国	1	0.000002
wkz 考察	1	0.000002
wkz 研讨	1	0.000002
wky 为名	1	0.000002
为名 vi	1	0.000002
wd 散心	1	0.000002
散心 vi	1	0.000002
vi 旅游	1	0.000002
rz 任职	1	0.000002
m 期间	1	0.000002
n 大半生	1	0.000002
大半生 n	1	0.000002
b 表现	1	0.000002
df 一致	1	0.000002
df 和谐	1	0.000002
wd 人大代表	1	0.000002
rz 作	1	0.000002
vt 评价	1	0.000002
mq 问号	1	0.000002
问号 n	1	0.000002
mq 精神	1	0.000002
wm 精神	1	0.000002
wj 抓住	1	0.000002
vl 丧失	1	0.000002
vl 因循守旧	1	0.000002
因循守旧 iv	1	0.000002
wd 就是说	1	0.000002
就是说 c	1	0.000002
j 闭幕	1	0.000002
a 当前	1	0.000002
n 光荣	1	0.000002
c 艰巨	1	0.000002
rr 脚踏实地	1	0.000002
ui 一	1	0.000002
qe 去	1	0.000002
p 届	1	0.000002
d 消极	1	0.000002
消极 a	1	0.000002
a 懈怠	1	0.000002
wkz 一个	1	0.000002
wky 有	1	0.000002
rz 崇高	1	0.000002
vu 视	1	0.000002
Vg 个人	1	0.000002
n 名利	1	0.000002
名利 n	1	0.000002
n 淡如逝水	1	0.000002
淡如逝水 l	1	0.000002
n 重于泰山	1	0.000002
重于泰山 ia	1	0.000002
d 不但	1	0.000002
vu 慎	1	0.000002
慎 Ag	1	0.000002
Ag 始	1	0.000002
vu 敬	1	0.000002
vt 换届	1	0.000002
wd 自重	1	0.000002
自重 a	1	0.000002
wu 自省	1	0.000002
自省 vi	1	0.000002
wu 自警	1	0.000002
自警 v	1	0.000002
wu 自励	1	0.000002
自励 vi	1	0.000002
wu 负责	1	0.000002
a 交接班	1	0.000002
n 落幕	1	0.000002
落幕 vi	1	0.000002
vt 闭幕	1	0.000002
wm 昨晚	1	0.000002
wkz 胡桃	1	0.000002
胡桃 夹子	1	0.000002
夹子 nz	1	0.000002
wky 最后	1	0.000002
mq 音符	1	0.000002
音符 n	1	0.000002
p 琴弦	1	0.000002
琴弦 n	1	0.000002
f 滑	1	0.000002
n 由此	1	0.000002
vq 帷幕	1	0.000002
ul 闭幕	1	0.000002
m 旨在	1	0.000002
vt 中外	1	0.000002
jb 艺术	1	0.000002
p 文化部	1	0.000002
wu 广电部	1	0.000002
广电部 j	1	0.000002
j 联合	1	0.000002
n 芭蕾舞	1	0.000002
ns 歌剧舞剧院	1	0.000002
歌剧舞剧院 n	1	0.000002
wu 奥地利	1	0.000002
ns 维也纳	1	0.000002
ns 芭蕾舞团	1	0.000002
n 呈献	1	0.000002
呈献 vt	1	0.000002
wkz 巫山	1	0.000002
巫山 ns	1	0.000002
ns 神女	1	0.000002
神女 n	1	0.000002
wkz 费加罗	1	0.000002
费加罗 nr	1	0.000002
wkz 灰姑娘	1	0.000002
qj 经典	1	0.000002
vt 剧目	1	0.000002
vt 朵朵	1	0.000002
朵朵 q	1	0.000002
q 奇葩	1	0.000002
奇葩 n	1	0.000002
p 舞台	1	0.000002
f 竞相	1	0.000002
d 盛开	1	0.000002
ul 精美	1	0.000002
a 高雅	1	0.000002
wu 舞剧	1	0.000002
c 动向	1	0.000002
rz 中外	1	0.000002
vn 除了	1	0.000002
vt 以外	1	0.000002
wd 现场	1	0.000002
s 观众	1	0.000002
ul 丰富多彩	1	0.000002
c 教学	1	0.000002
nrf 源潮	1	0.000002
源潮 nrg	1	0.000002
wu 潘	1	0.000002
nrf 震宙	1	0.000002
震宙 nrg	1	0.000002
u 观看	1	0.000002
ul 昨晚	1	0.000002
ud 闭幕	1	0.000002
闭幕 vn	1	0.000002
m 问卷	1	0.000002
n 征求	1	0.000002
qc 广西	1	0.000002
vx 点	1	0.000002
qb 压力	1	0.000002
qe 基层	1	0.000002
j 单位	1	0.000002
qv 考验	1	0.000002
考验 vt	1	0.000002
a 机关	1	0.000002
c 个别	1	0.000002
n 官僚主义	1	0.000002
wu 浮	1	0.000002
p 表面	1	0.000002
wu 或	1	0.000002
Ng 搞	1	0.000002
vt 特殊化	1	0.000002
特殊化 vn	1	0.000002
wm 开展	1	0.000002
wu 直属	1	0.000002
wkz 区直	1	0.000002
vn 问卷	1	0.000002
wd 印发	1	0.000002
p 无计名	1	0.000002
无计名 b	1	0.000002
n 反馈	1	0.000002
p 直属	1	0.000002
m 评议	1	0.000002
评议 vn	1	0.000002
wm 是否	1	0.000002
wyz 吃	1	0.000002
wu 拿	1	0.000002
wu 卡	1	0.000002
卡 vt	1	0.000002
wu 报	1	0.000002
wkz 到	1	0.000002
c 基层	1	0.000002
a 报销	1	0.000002
报销 vn	1	0.000002
vu wu	1	0.000002
wu 占	1	0.000002
办事 vn	1	0.000002
wd 区直	1	0.000002
vt 行贿	1	0.000002
行贿 vi	1	0.000002
wu 贪污	1	0.000002
vt 挪用	1	0.000002
vt 任人唯亲	1	0.000002
任人唯亲 iv	1	0.000002
wu 拉帮结派	1	0.000002
n 权	1	0.000002
vt 公费	1	0.000002
公费 n	1	0.000002
p 区直	1	0.000002
n 印象	1	0.000002
ww 区直	1	0.000002
p 哪些	1	0.000002
ry 方面	1	0.000002
ww 你	1	0.000002
ry 区直	1	0.000002
dc 拖拉	1	0.000002
拖拉 a	1	0.000002
wu 信誉	1	0.000002
p 反馈	1	0.000002
n 首届	1	0.000002
wyz 十佳	1	0.000002
wyy 文明	1	0.000002
c 整改	1	0.000002
整改 vn	1	0.000002
f 评	1	0.000002
p 广西	1	0.000002
qc wyy	1	0.000002
wyy 良好	1	0.000002
n 清正	1	0.000002
清正 a	1	0.000002
a 廉明	1	0.000002
廉明 a	1	0.000002
wu 勤政廉政	1	0.000002
wu 清除	1	0.000002
wu 取信于民	1	0.000002
取信于民 iv	1	0.000002
ud 提神	1	0.000002
提神 vi	1	0.000002
wm 万	1	0.000002
w 昨天	1	0.000002
ns 由	1	0.000002
qe 参加	1	0.000002
wyz 万	1	0.000002
l 行动	1	0.000002
m 孤老	1	0.000002
孤老 n	1	0.000002
n 人家	1	0.000002
n 充满	1	0.000002
温馨 an	1	0.000002
c 揭开	1	0.000002
iv 宣传	1	0.000002
宣传 月	1	0.000002
n 银奖	1	0.000002
银奖 n	1	0.000002
n 柴	1	0.000002
柴 nrf	1	0.000002
nrf 宝成	1	0.000002
宝成 nrg	1	0.000002
nrf 玉敏	1	0.000002
玉敏 nrg	1	0.000002
nrg 夫妇	1	0.000002
a 小站稻	1	0.000002
小站稻 n	1	0.000002
r 搬家	1	0.000002
搬家 vn	1	0.000002
d 出车	1	0.000002
出车 vi	1	0.000002
a 孤寡老人	1	0.000002
n 一一	1	0.000002
ad 奉献	1	0.000002
t 足不出户	1	0.000002
足不出户 iv	1	0.000002
ud 孤寡老人	1	0.000002
n 乘车	1	0.000002
vi 观赏	1	0.000002
s 新	1	0.000002
wu 儿童	1	0.000002
wu 医务	1	0.000002
ud 无偿	1	0.000002
b 咨询	1	0.000002
c 志愿者	1	0.000002
vt 孤老户	1	0.000002
孤老户 n	1	0.000002
n 打扫	1	0.000002
wu 拆	1	0.000002
Ng 缝	1	0.000002
c 捐款	1	0.000002
vi 帮	1	0.000002
rr 欢度	1	0.000002
nrf 玉红	1	0.000002
玉红 nrg	1	0.000002
nrg 肖	1	0.000002
m 汕头	1	0.000002
wm 电视	1	0.000002
vn 省力	1	0.000002
省力 a	1	0.000002
rz 汕头	1	0.000002
p 林伯欣	1	0.000002
林伯欣 nz	1	0.000002
n 会展	1	0.000002
会展 jn	1	0.000002
jn 中心	1	0.000002
vn 签约	1	0.000002
签约 vn	1	0.000002
wj 该市	1	0.000002
r 运用	1	0.000002
vx 集中	1	0.000002
a 剪彩	1	0.000002
wd 前后	1	0.000002
wd 博得	1	0.000002
c 海内外	1	0.000002
s 嘉宾	1	0.000002
ud 交口称赞	1	0.000002
r 剪彩	1	0.000002
n 节省	1	0.000002
wu 物力	1	0.000002
wkz 侯	1	0.000002
nrf 伟生	1	0.000002
伟生 nrg	1	0.000002
p 北方	1	0.000002
wd 大部	1	0.000002
ud 天气	1	0.000002
a 并	1	0.000002
wj 江南	1	0.000002
vl 多云	1	0.000002
多云 vn	1	0.000002
vn 天气	1	0.000002
f 以及	1	0.000002
c 新疆	1	0.000002
wd 云南	1	0.000002
ns 阴有小雨	1	0.000002
wkz 虎	1	0.000002
wky 慕	1	0.000002
nrg 病逝	1	0.000002
nrf 淑英	1	0.000002
淑英 nrg	1	0.000002
wky 一生	1	0.000002
f 爱	1	0.000002
wu 画	1	0.000002
n 整整	1	0.000002
a 画家	1	0.000002
n 慕	1	0.000002
ns 溘然长逝	1	0.000002
溘然长逝 iv	1	0.000002
Ng 倩	1	0.000002
倩 nrg	1	0.000002
wu 字	1	0.000002
n 凌飞	1	0.000002
wd 少年	1	0.000002
Ng 即	1	0.000002
d 拜	1	0.000002
拜 vt	1	0.000002
nrf 善子	1	0.000002
善子 nrg	1	0.000002
nrf 大千	1	0.000002
大千 nrg	1	0.000002
vl 师	1	0.000002
师 Ng	1	0.000002
vl 大风堂	1	0.000002
大风堂 nz	1	0.000002
ud 入室弟子	1	0.000002
入室弟子 i	1	0.000002
f 孜孜以求	1	0.000002
孜孜以求 lb	1	0.000002
p 山水	1	0.000002
wu 花鸟	1	0.000002
花鸟 n	1	0.000002
wu 仕女	1	0.000002
仕女 n	1	0.000002
wu 佛释	1	0.000002
佛释 n	1	0.000002
wu 走兽	1	0.000002
走兽 n	1	0.000002
u 无	1	0.000002
vt 攻	1	0.000002
攻 vt	1	0.000002
dc 擅长	1	0.000002
wyz 虎	1	0.000002
wyy 美称	1	0.000002
wyz 百	1	0.000002
wyy 长卷	1	0.000002
长卷 n	1	0.000002
wd 代表作	1	0.000002
wkz 蜀山	1	0.000002
蜀山 ns	1	0.000002
ns 双	1	0.000002
m 雄图	1	0.000002
雄图 n	1	0.000002
wkz 岱宗	1	0.000002
岱宗 n	1	0.000002
n 旭日	1	0.000002
旭日 n	1	0.000002
朱 Ag	1	0.000002
Ag 荷	1	0.000002
荷 he2	1	0.000002
he2 Ng	1	0.000002
wkz 唐	1	0.000002
唐 Tg	1	0.000002
Tg 宫	1	0.000002
宫 Ng	1	0.000002
Ng 按	1	0.000002
vt 乐	1	0.000002
乐 yue4	1	0.000002
yue4 Ng	1	0.000002
n 热衷	1	0.000002
wu 天安门	1	0.000002
wu 平津战役	1	0.000002
平津战役 nz	1	0.000002
d 留	1	0.000002
ud 鸿	1	0.000002
鸿 Ag	1	0.000002
Ag 幅	1	0.000002
幅 Ng	1	0.000002
Ng 巨制	1	0.000002
巨制 n	1	0.000002
wj 赈灾	1	0.000002
赈灾 vi	1	0.000002
vi 义卖	1	0.000002
义卖 vi	1	0.000002
wu 支教	1	0.000002
支教 j	1	0.000002
j 助残	1	0.000002
助残 v	1	0.000002
p 劳教	1	0.000002
劳教 vn	1	0.000002
n 帮教	1	0.000002
帮教 v	1	0.000002
wd 慈善	1	0.000002
ud 心地	1	0.000002
vx 真诚	1	0.000002
a 无私	1	0.000002
vt 书画	1	0.000002
vt 德艺双馨	1	0.000002
德艺双馨 l	1	0.000002
nrg 生前	1	0.000002
vl 天津	1	0.000002
n 文史	1	0.000002
文史 n	1	0.000002
研究 馆	1	0.000002
馆 n	1	0.000002
n 馆员	1	0.000002
馆员 n	1	0.000002
ns 书法家	1	0.000002
p 天津市	1	0.000002
ns 北仓	1	0.000002
北仓 nz	1	0.000002
nz 殡仪馆	1	0.000002
殡仪馆 n	1	0.000002
wp 呕心沥血	1	0.000002
iv 育	1	0.000002
Vg 白莲	1	0.000002
nrf 宏伟	1	0.000002
宏伟 nrg	1	0.000002
m 花白	1	0.000002
花白 z	1	0.000002
ud 头发	1	0.000002
头发 n	1	0.000002
wd 瘦弱	1	0.000002
瘦弱 a	1	0.000002
ud 外表	1	0.000002
外表 n	1	0.000002
qe 享受	1	0.000002
nt 特殊	1	0.000002
a 津贴	1	0.000002
津贴 n	1	0.000002
ns 广昌	1	0.000002
wd 种植	1	0.000002
vt 白莲	1	0.000002
ul 本世纪	1	0.000002
n 品质	1	0.000002
ad 退化	1	0.000002
wd 莲子	1	0.000002
wd 产量	1	0.000002
wd 广昌	1	0.000002
vt 所长	1	0.000002
wd 倍	1	0.000002
倍 dc	1	0.000002
Vg 肩上	1	0.000002
s 担子	1	0.000002
ud 沉重	1	0.000002
wj 上任	1	0.000002
p 优质	1	0.000002
ud 选育	1	0.000002
vl 白莲	1	0.000002
wd 选定	1	0.000002
u 进行	1	0.000002
vx 杂交	1	0.000002
杂交 vn	1	0.000002
vn 选育	1	0.000002
n 开花	1	0.000002
n 熬	1	0.000002
qe 通宵	1	0.000002
通宵 n	1	0.000002
p 蚂蟥	1	0.000002
蚂蟥 n	1	0.000002
n 咬	1	0.000002
ue 流血	1	0.000002
d 浑然不知	1	0.000002
浑然不知 lv	1	0.000002
d 昏倒	1	0.000002
昏倒 vi	1	0.000002
wj 天道酬勤	1	0.000002
天道酬勤 l	1	0.000002
vq 生长期	1	0.000002
生长期 t	1	0.000002
t 短	1	0.000002
wu 抗逆性	1	0.000002
抗逆性 n	1	0.000002
qe 优质	1	0.000002
rz 百	1	0.000002
qe 莲子	1	0.000002
wj 莲子	1	0.000002
n 粒	1	0.000002
粒 Ng	1	0.000002
Ng 大	1	0.000002
a 色	1	0.000002
wd 营养	1	0.000002
vl 外销	1	0.000002
vn 佳品	1	0.000002
佳品 n	1	0.000002
wyy 荣获	1	0.000002
m 广昌	1	0.000002
wd 莲	1	0.000002
wu 稻	1	0.000002
Ng 争	1	0.000002
an 相当	1	0.000002
nrg 想	1	0.000002
Ng 难	1	0.000002
wd 解	1	0.000002
Ng 愁	1	0.000002
愁 Ng	1	0.000002
wd 潜心	1	0.000002
vq 莲	1	0.000002
套种 vn	1	0.000002
n 止	1	0.000002
f 套种	1	0.000002
Ng 晚稻	1	0.000002
wyz 鱼	1	0.000002
wyz 熊掌	1	0.000002
熊掌 n	1	0.000002
vu 兼	1	0.000002
ud 产莲区	1	0.000002
产莲区 n	1	0.000002
b 播种	1	0.000002
bo1zhong4 vn	1	0.000002
